API_version,element_type,element_name,element_type_change_type,changed_element_type,changed_element_name,changed_element_modification_type
17,Package,android.hardware.display,Additions
17,Package,android.service.dreams,Additions
16,Package,android,Changes,Classes,Manifest.permission,Changed
16,Package,android,Changes,Classes,R.attr,Changed
16,Package,android,Changes,Classes,R.style,Changed
16,Package,android.accessibilityservice,Changes,Classes,AccessibilityService,Changed
16,Package,android.accessibilityservice,Changes,Classes,AccessibilityServiceInfo,Changed
16,Package,android.animation,Changes,Classes,TimeAnimator,Added
16,Package,android.animation,Changes,Interfaces,TimeAnimator.TimeListener,Added
16,Package,android.animation,Changes,Classes,LayoutTransition,Changed
16,Package,android.app,Changes,Classes,ActivityOptions,Added
16,Package,android.app,Changes,Classes,MediaRouteActionProvider,Added
16,Package,android.app,Changes,Classes,MediaRouteButton,Added
16,Package,android.app,Changes,Classes,Notification.BigPictureStyle,Added
16,Package,android.app,Changes,Classes,Notification.BigTextStyle,Added
16,Package,android.app,Changes,Classes,Notification.InboxStyle,Added
16,Package,android.app,Changes,Classes,Notification.Style,Added
16,Package,android.app,Changes,Classes,TaskStackBuilder,Added
16,Package,android.app,Changes,Classes,Activity,Changed
16,Package,android.app,Changes,Classes,ActivityManager,Changed
16,Package,android.app,Changes,Classes,ActivityManager.MemoryInfo,Changed
16,Package,android.app,Changes,Classes,ActivityManager.RunningAppProcessInfo,Changed
16,Package,android.app,Changes,Classes,DownloadManager.Request,Changed
16,Package,android.app,Changes,Classes,Fragment,Changed
16,Package,android.app,Changes,Classes,KeyguardManager,Changed
16,Package,android.app,Changes,Classes,Notification,Changed
16,Package,android.app,Changes,Classes,Notification.Builder,Changed
16,Package,android.app,Changes,Classes,PendingIntent,Changed
16,Package,android.app,Changes,Classes,SearchManager,Changed
16,Package,android.app,Changes,Classes,WallpaperManager,Changed
16,Package,android.appwidget,Changes,Classes,AppWidgetHostView,Changed
16,Package,android.appwidget,Changes,Classes,AppWidgetManager,Changed
16,Package,android.appwidget,Changes,Classes,AppWidgetProvider,Changed
16,Package,android.bluetooth,Changes,Classes,BluetoothAdapter,Changed
16,Package,android.content,Changes,Interfaces,Loader.OnLoadCanceledListener,Added
16,Package,android.content,Changes,Classes,AsyncTaskLoader,Changed
16,Package,android.content,Changes,Classes,ClipData,Changed
16,Package,android.content,Changes,Classes,ClipData.Item,Changed
16,Package,android.content,Changes,Classes,ClipDescription,Changed
16,Package,android.content,Changes,Interfaces,ComponentCallbacks2,Changed
16,Package,android.content,Changes,Classes,ContentProvider,Changed
16,Package,android.content,Changes,Classes,ContentProviderClient,Changed
16,Package,android.content,Changes,Classes,ContentResolver,Changed
16,Package,android.content,Changes,Classes,Context,Changed
16,Package,android.content,Changes,Classes,ContextWrapper,Changed
16,Package,android.content,Changes,Classes,Intent,Changed
16,Package,android.content,Changes,Classes,Loader,Changed
16,Package,android.content.pm,Changes,Classes,ActivityInfo,Changed
16,Package,android.content.pm,Changes,Classes,PackageInfo,Changed
16,Package,android.content.pm,Changes,Classes,PackageManager,Changed
16,Package,android.content.pm,Changes,Classes,PermissionInfo,Changed
16,Package,android.content.pm,Changes,Classes,ServiceInfo,Changed
16,Package,android.content.res,Changes,Classes,Configuration,Changed
16,Package,android.content.res,Changes,Classes,Resources,Changed
16,Package,android.database,Changes,Classes,AbstractCursor,Changed
16,Package,android.database,Changes,Classes,ContentObservable,Changed
16,Package,android.database,Changes,Classes,ContentObserver,Changed
16,Package,android.database,Changes,Interfaces,Cursor,Changed
16,Package,android.database,Changes,Classes,CursorWindow,Changed
16,Package,android.database,Changes,Classes,SQLException,Changed
16,Package,android.database.sqlite,Changes,Classes,SQLiteClosable,Changed
16,Package,android.database.sqlite,Changes,Classes,SQLiteDatabase,Changed
16,Package,android.database.sqlite,Changes,Classes,SQLiteException,Changed
16,Package,android.database.sqlite,Changes,Classes,SQLiteOpenHelper,Changed
16,Package,android.database.sqlite,Changes,Classes,SQLiteProgram,Changed
16,Package,android.database.sqlite,Changes,Classes,SQLiteQuery,Changed
16,Package,android.database.sqlite,Changes,Classes,SQLiteQueryBuilder,Changed
16,Package,android.database.sqlite,Changes,Classes,SQLiteStatement,Changed
16,Package,android.drm,Changes,Classes,DrmManagerClient,Changed
16,Package,android.drm,Changes,Classes,DrmStore,Changed
16,Package,android.drm,Changes,Classes,DrmStore.Action,Changed
16,Package,android.drm,Changes,Classes,DrmStore.DrmObjectType,Changed
